node_id,in_degree,out_degree,directed_total_degree,undirected_degree
4468,11,11,22,11
4470,7,7,14,7
4476,9,9,18,9
4477,13,13,26,13
4478,6,6,12,6
4480,56,56,112,56
4483,22,22,44,22
4484,13,13,26,13
4486,49,49,98,49
4488,21,21,42,21
4489,20,20,40,20
4490,24,24,48,24
4494,10,10,20,10
4495,13,13,26,13
4496,13,13,26,13
4497,45,45,90,45
4498,33,33,66,33
4499,24,24,48,24
4500,10,10,20,10
4502,10,10,20,10
4504,24,24,48,24
4505,16,16,32,16
4506,12,12,24,12
4508,13,13,26,13
4509,10,10,20,10
4510,16,16,32,16
4511,16,16,32,16
4513,72,72,144,72
4514,15,15,30,15
4515,38,38,76,38
4517,13,13,26,13
4519,57,57,114,57
4520,34,34,68,34
4521,72,72,144,72
4522,10,10,20,10
4524,125,125,250,125
4525,29,29,58,29
4527,26,26,52,26
4528,16,16,32,16
4529,48,48,96,48
4530,54,54,108,54
4531,77,77,154,77
4532,40,40,80,40
4534,95,95,190,95
4535,58,58,116,58
4536,7,7,14,7
4537,10,10,20,10
4538,57,57,114,57
4539,21,21,42,21
4540,27,27,54,27
4541,10,10,20,10
4542,49,49,98,49
4543,25,25,50,25
4544,29,29,58,29
4545,20,20,40,20
4546,37,37,74,37
4547,23,23,46,23
4548,19,19,38,19
4549,61,61,122,61
4550,10,10,20,10
4551,28,28,56,28
4552,45,45,90,45
4553,18,18,36,18
4555,14,14,28,14
4556,53,53,106,53
4558,16,16,32,16
4559,42,42,84,42
4560,15,15,30,15
4561,18,18,36,18
4562,26,26,52,26
4563,12,12,24,12
4564,10,10,20,10
4566,12,12,24,12
4568,34,34,68,34
4569,47,47,94,47
4572,46,46,92,46
4575,13,13,26,13
4577,11,11,22,11
4578,29,29,58,29
4582,11,11,22,11
4584,10,10,20,10
4585,10,10,20,10
4586,16,16,32,16
4587,6,6,12,6
4588,26,26,52,26
4589,13,13,26,13
4591,8,8,16,8
4599,39,39,78,39
4600,21,21,42,21
4601,22,22,44,22
4603,67,67,134,67
4605,74,74,148,74
4606,54,54,108,54
4608,12,12,24,12
4611,51,51,102,51
4615,14,14,28,14
4616,98,98,196,98
4617,31,31,62,31
4618,160,160,320,160
4619,27,27,54,27
4621,3,3,6,3
4622,51,51,102,51
4623,16,16,32,16
4624,11,11,22,11
4625,27,27,54,27
4626,6,6,12,6
4639,5,5,10,5
4642,35,35,70,35
4644,5,5,10,5
4645,15,15,30,15
4651,12,12,24,12
4652,6,6,12,6
4671,6,6,12,6
4676,100,100,200,100
4677,72,72,144,72
4678,21,21,42,21
4679,11,11,22,11
4680,53,53,106,53
4681,157,157,314,157
4682,18,18,36,18
4683,39,39,78,39
4684,43,43,86,43
4685,9,9,18,9
4686,35,35,70,35
4687,78,78,156,78
4688,42,42,84,42
4689,14,14,28,14
4690,18,18,36,18
4691,24,24,48,24
4692,56,56,112,56
4693,13,13,26,13
4694,58,58,116,58
4695,16,16,32,16
4697,61,61,122,61
4698,15,15,30,15
4699,24,24,48,24
4700,49,49,98,49
4701,22,22,44,22
4702,15,15,30,15
4703,22,22,44,22
4704,86,86,172,86
4706,22,22,44,22
4707,9,9,18,9
4708,17,17,34,17
4713,17,17,34,17
4714,23,23,46,23
4716,41,41,82,41
4717,38,38,76,38
4718,82,82,164,82
4719,24,24,48,24
4721,11,11,22,11
4722,9,9,18,9
4723,68,68,136,68
4724,15,15,30,15
4726,8,8,16,8
4728,19,19,38,19
4729,24,24,48,24
4730,13,13,26,13
4731,12,12,24,12
4734,8,8,16,8
4735,152,152,304,152
4736,42,42,84,42
4737,142,142,284,142
4738,11,11,22,11
4739,75,75,150,75
4740,38,38,76,38
4743,11,11,22,11
4744,36,36,72,36
4745,37,37,74,37
4746,196,196,392,196
4747,92,92,184,92
4752,31,31,62,31
4753,88,88,176,88
4754,16,16,32,16
4755,282,282,564,282
4756,71,71,142,71
4757,50,50,100,50
4758,51,51,102,51
4760,18,18,36,18
4766,26,26,52,26
4767,24,24,48,24
4769,27,27,54,27
4770,11,11,22,11
4776,8,8,16,8
4778,7,7,14,7
4782,7,7,14,7
4787,10,10,20,10
4789,13,13,26,13
4790,11,11,22,11
4791,34,34,68,34
4792,13,13,26,13
4793,38,38,76,38
4798,10,10,20,10
4800,36,36,72,36
4801,13,13,26,13
4809,45,45,90,45
4810,12,12,24,12
4811,19,19,38,19
4812,14,14,28,14
4814,13,13,26,13
4815,44,44,88,44
4817,25,25,50,25
4819,16,16,32,16
4820,39,39,78,39
4824,14,14,28,14
4825,22,22,44,22
4826,31,31,62,31
4827,48,48,96,48
4828,53,53,106,53
4832,9,9,18,9
4835,52,52,104,52
4836,24,24,48,24
4837,32,32,64,32
4838,61,61,122,61
4839,31,31,62,31
4840,13,13,26,13
4841,26,26,52,26
4842,56,56,112,56
4843,13,13,26,13
4844,41,41,82,41
4846,36,36,72,36
4847,61,61,122,61
4851,15,15,30,15
4852,11,11,22,11
4853,14,14,28,14
4854,5,5,10,5
4855,13,13,26,13
4858,31,31,62,31
4860,13,13,26,13
4863,19,19,38,19
4864,73,73,146,73
4866,16,16,32,16
4868,18,18,36,18
4872,5,5,10,5
4876,8,8,16,8
4878,22,22,44,22
4879,7,7,14,7
4880,54,54,108,54
4882,12,12,24,12
4883,27,27,54,27
4884,36,36,72,36
4885,17,17,34,17
4886,12,12,24,12
4887,9,9,18,9
4888,12,12,24,12
4890,11,11,22,11
4891,13,13,26,13
4894,12,12,24,12
4895,9,9,18,9
4896,12,12,24,12
4897,15,15,30,15
4898,29,29,58,29
4900,19,19,38,19
4904,4,4,8,4
4911,3,3,6,3
4921,8,8,16,8
4938,4,4,8,4
4947,22,22,44,22
4952,43,43,86,43
4970,43,43,86,43
4983,12,12,24,12
4991,52,52,104,52
4995,25,25,50,25
5010,17,17,34,17
5017,11,11,22,11
5018,9,9,18,9
5020,24,24,48,24
5021,3,3,6,3
5022,6,6,12,6
5023,3,3,6,3
5024,4,4,8,4
5027,6,6,12,6
5028,3,3,6,3
5029,2,2,4,2
5030,90,90,180,90
5032,2,2,4,2
5033,18,18,36,18
5036,44,44,88,44
5038,54,54,108,54
5041,7,7,14,7
5042,10,10,20,10
5045,10,10,20,10
5046,11,11,22,11
5049,2,2,4,2
5050,8,8,16,8
5051,14,14,28,14
5052,30,30,60,30
5053,77,77,154,77
5057,4,4,8,4
5061,9,9,18,9
5064,3,3,6,3
5065,8,8,16,8
5067,11,11,22,11
5068,5,5,10,5
5069,7,7,14,7
5070,4,4,8,4
5071,3,3,6,3
5074,37,37,74,37
5075,93,93,186,93
5076,16,16,32,16
5077,21,21,42,21
5082,27,27,54,27
5083,15,15,30,15
5084,16,16,32,16
5088,22,22,44,22
5090,22,22,44,22
5091,11,11,22,11
5100,10,10,20,10
5102,10,10,20,10
5103,13,13,26,13
5104,21,21,42,21
5105,15,15,30,15
5110,19,19,38,19
5118,37,37,74,37
5125,5,5,10,5
5128,23,23,46,23
5130,15,15,30,15
5134,18,18,36,18
5135,17,17,34,17
5141,30,30,60,30
5142,25,25,50,25
5144,30,30,60,30
5145,18,18,36,18
5146,36,36,72,36
5147,13,13,26,13
5148,63,63,126,63
5149,15,15,30,15
5150,46,46,92,46
5152,23,23,46,23
5155,14,14,28,14
5157,16,16,32,16
5158,29,29,58,29
5163,10,10,20,10
5164,30,30,60,30
5165,17,17,34,17
5166,15,15,30,15
5167,68,68,136,68
5168,19,19,38,19
5170,35,35,70,35
5171,11,11,22,11
5172,14,14,28,14
5174,8,8,16,8
5177,13,13,26,13
5178,10,10,20,10
5186,15,15,30,15
5187,20,20,40,20
5190,3,3,6,3
5193,24,24,48,24
5194,46,46,92,46
5195,33,33,66,33
5196,31,31,62,31
5197,11,11,22,11
5199,24,24,48,24
5201,33,33,66,33
5202,62,62,124,62
5203,123,123,246,123
5205,28,28,56,28
5207,17,17,34,17
5208,34,34,68,34
5210,20,20,40,20
5211,26,26,52,26
5212,25,25,50,25
5213,9,9,18,9
5214,24,24,48,24
5215,20,20,40,20
5217,130,130,260,130
5218,90,90,180,90
5220,104,104,208,104
5221,17,17,34,17
5222,79,79,158,79
5223,43,43,86,43
5224,65,65,130,65
5225,20,20,40,20
5226,45,45,90,45
5230,17,17,34,17
5231,41,41,82,41
5233,10,10,20,10
5234,12,12,24,12
5235,10,10,20,10
5237,242,242,484,242
5242,11,11,22,11
5243,51,51,102,51
5244,13,13,26,13
5246,29,29,58,29
5248,15,15,30,15
5250,9,9,18,9
5251,13,13,26,13
5252,32,32,64,32
5253,21,21,42,21
5255,8,8,16,8
5256,90,90,180,90
5257,41,41,82,41
5259,112,112,224,112
5260,91,91,182,91
5264,19,19,38,19
5265,10,10,20,10
5266,14,14,28,14
5270,40,40,80,40
5271,8,8,16,8
5274,12,12,24,12
5275,17,17,34,17
5276,69,69,138,69
5277,86,86,172,86
5279,15,15,30,15
5284,23,23,46,23
5285,21,21,42,21
5286,66,66,132,66
5287,49,49,98,49
5291,7,7,14,7
5294,22,22,44,22
5295,32,32,64,32
5297,26,26,52,26
5299,50,50,100,50
5300,16,16,32,16
5301,25,25,50,25
5302,25,25,50,25
5303,8,8,16,8
5307,7,7,14,7
5308,27,27,54,27
5309,8,8,16,8
5311,19,19,38,19
5313,10,10,20,10
5314,19,19,38,19
5315,50,50,100,50
5316,30,30,60,30
5318,15,15,30,15
5319,24,24,48,24
5320,13,13,26,13
5321,9,9,18,9
5322,28,28,56,28
5327,13,13,26,13
5328,12,12,24,12
5331,19,19,38,19
5332,10,10,20,10
5333,76,76,152,76
5336,28,28,56,28
5338,30,30,60,30
5339,33,33,66,33
5340,19,19,38,19
5343,8,8,16,8
5345,47,47,94,47
5347,17,17,34,17
5351,19,19,38,19
5352,24,24,48,24
5353,27,27,54,27
5354,14,14,28,14
5365,22,22,44,22
5368,8,8,16,8
5372,16,16,32,16
5375,33,33,66,33
5376,61,61,122,61
5379,5,5,10,5
5382,91,91,182,91
5384,131,131,262,131
5390,18,18,36,18
5391,17,17,34,17
5394,15,15,30,15
5395,9,9,18,9
5398,50,50,100,50
5400,9,9,18,9
5402,11,11,22,11
5406,81,81,162,81
5410,140,140,280,140
5413,34,34,68,34
5415,17,17,34,17
5416,13,13,26,13
5418,20,20,40,20
5419,52,52,104,52
5421,9,9,18,9
5422,24,24,48,24
5424,22,22,44,22
5426,74,74,148,74
5428,17,17,34,17
5429,7,7,14,7
5430,27,27,54,27
5431,18,18,36,18
5432,14,14,28,14
5434,120,120,240,120
5437,35,35,70,35
5438,41,41,82,41
5441,16,16,32,16
5450,29,29,58,29
5451,21,21,42,21
5455,10,10,20,10
5456,10,10,20,10
5459,71,71,142,71
5460,22,22,44,22
5461,9,9,18,9
5462,12,12,24,12
5464,69,69,138,69
5465,50,50,100,50
5466,19,19,38,19
5467,39,39,78,39
5469,20,20,40,20
5470,20,20,40,20
5471,65,65,130,65
5476,8,8,16,8
5478,17,17,34,17
5482,16,16,32,16
5483,15,15,30,15
5485,5,5,10,5
5487,6,6,12,6
5489,8,8,16,8
5490,50,50,100,50
5491,24,24,48,24
5494,55,55,110,55
5497,21,21,42,21
5498,40,40,80,40
5499,15,15,30,15
5500,68,68,136,68
5505,56,56,112,56
5507,23,23,46,23
5509,10,10,20,10
5511,7,7,14,7
5515,7,7,14,7
5517,15,15,30,15
5518,29,29,58,29
5519,21,21,42,21
5521,11,11,22,11
5527,16,16,32,16
5531,8,8,16,8
5536,112,112,224,112
5552,49,49,98,49
5553,19,19,38,19
5554,5,5,10,5
5556,5,5,10,5
5557,5,5,10,5
5565,16,16,32,16
5587,11,11,22,11
5614,95,95,190,95
5625,16,16,32,16
5632,43,43,86,43
5637,28,28,56,28
5638,24,24,48,24
5639,13,13,26,13
5641,14,14,28,14
5645,34,34,68,34
5648,10,10,20,10
5649,10,10,20,10
5654,8,8,16,8
5658,15,15,30,15
5660,23,23,46,23
5661,8,8,16,8
5666,14,14,28,14
5674,33,33,66,33
5675,19,19,38,19
5676,30,30,60,30
5677,30,30,60,30
5678,21,21,42,21
5680,56,56,112,56
5681,53,53,106,53
5682,10,10,20,10
5683,11,11,22,11
5684,93,93,186,93
5687,14,14,28,14
5692,16,16,32,16
5695,79,79,158,79
5696,61,61,122,61
5698,26,26,52,26
5700,13,13,26,13
5701,10,10,20,10
5702,43,43,86,43
5704,8,8,16,8
5705,25,25,50,25
5708,14,14,28,14
5709,15,15,30,15
5712,13,13,26,13
5713,9,9,18,9
5714,9,9,18,9
5715,20,20,40,20
5716,30,30,60,30
5717,11,11,22,11
5725,26,26,52,26
5726,20,20,40,20
5727,16,16,32,16
5729,39,39,78,39
5733,103,103,206,103
5734,12,12,24,12
5736,10,10,20,10
5742,19,19,38,19
5743,11,11,22,11
5745,21,21,42,21
5747,14,14,28,14
5748,16,16,32,16
5749,10,10,20,10
5750,43,43,86,43
5752,16,16,32,16
5753,18,18,36,18
5754,14,14,28,14
5756,9,9,18,9
5761,50,50,100,50
5766,51,51,102,51
5769,39,39,78,39
5774,13,13,26,13
5775,16,16,32,16
5776,2,2,4,2
5778,16,16,32,16
5779,24,24,48,24
5780,10,10,20,10
5782,24,24,48,24
5785,8,8,16,8
5786,7,7,14,7
5792,17,17,34,17
5794,22,22,44,22
5796,9,9,18,9
5799,14,14,28,14
5800,19,19,38,19
5803,17,17,34,17
5804,18,18,36,18
5809,20,20,40,20
5817,11,11,22,11
5822,6,6,12,6
5823,10,10,20,10
5824,21,21,42,21
5825,15,15,30,15
5830,7,7,14,7
5833,34,34,68,34
5836,13,13,26,13
5840,10,10,20,10
5843,20,20,40,20
5844,11,11,22,11
5850,16,16,32,16
5853,38,38,76,38
5857,4,4,8,4
5860,7,7,14,7
5874,14,14,28,14
5875,14,14,28,14
5881,42,42,84,42
5883,18,18,36,18
5890,22,22,44,22
5891,29,29,58,29
5892,12,12,24,12
5896,30,30,60,30
5897,13,13,26,13
5902,14,14,28,14
5903,13,13,26,13
5905,9,9,18,9
5907,10,10,20,10
5908,13,13,26,13
5916,13,13,26,13
5919,11,11,22,11
5920,20,20,40,20
5926,46,46,92,46
5927,17,17,34,17
5928,14,14,28,14
5935,5,5,10,5
5938,14,14,28,14
5939,33,33,66,33
5941,16,16,32,16
5943,67,67,134,67
5946,12,12,24,12
5948,25,25,50,25
5952,10,10,20,10
5954,11,11,22,11
5957,8,8,16,8
5960,24,24,48,24
5963,8,8,16,8
5964,12,12,24,12
5965,16,16,32,16
5966,27,27,54,27
5970,27,27,54,27
5971,57,57,114,57
5972,13,13,26,13
5976,30,30,60,30
5977,20,20,40,20
5980,11,11,22,11
5984,53,53,106,53
5987,8,8,16,8
5988,18,18,36,18
5989,16,16,32,16
5990,12,12,24,12
5991,16,16,32,16
5992,10,10,20,10
5996,9,9,18,9
5997,2,2,4,2
5998,24,24,48,24
6007,43,43,86,43
6008,2,2,4,2
6009,31,31,62,31
6010,15,15,30,15
6013,16,16,32,16
6015,23,23,46,23
6018,41,41,82,41
6020,13,13,26,13
6022,8,8,16,8
6023,18,18,36,18
6024,15,15,30,15
6026,77,77,154,77
6031,25,25,50,25
6033,49,49,98,49
6038,67,67,134,67
6047,36,36,72,36
6048,21,21,42,21
6049,47,47,94,47
6051,30,30,60,30
6053,6,6,12,6
6056,15,15,30,15
6057,14,14,28,14
6058,41,41,82,41
6060,10,10,20,10
6061,12,12,24,12
6062,12,12,24,12
6063,47,47,94,47
6065,8,8,16,8
6066,10,10,20,10
6067,22,22,44,22
6068,49,49,98,49
6069,12,12,24,12
6072,21,21,42,21
6074,26,26,52,26
6078,8,8,16,8
6080,12,12,24,12
6081,19,19,38,19
6082,10,10,20,10
6084,10,10,20,10
6085,8,8,16,8
6087,21,21,42,21
6088,11,11,22,11
6090,6,6,12,6
6092,26,26,52,26
6100,18,18,36,18
6109,14,14,28,14
6110,9,9,18,9
6111,43,43,86,43
6117,16,16,32,16
6118,27,27,54,27
6119,30,30,60,30
6120,13,13,26,13
6124,30,30,60,30
6125,41,41,82,41
6126,13,13,26,13
6128,12,12,24,12
6129,16,16,32,16
6131,26,26,52,26
6135,12,12,24,12
6140,18,18,36,18
6143,19,19,38,19
6144,43,43,86,43
6146,32,32,64,32
6150,9,9,18,9
6153,18,18,36,18
6156,14,14,28,14
6161,12,12,24,12
6168,8,8,16,8
6169,18,18,36,18
6175,10,10,20,10
6176,10,10,20,10
6179,15,15,30,15
6180,17,17,34,17
6189,40,40,80,40
6190,12,12,24,12
6191,18,18,36,18
6192,14,14,28,14
6193,24,24,48,24
6198,24,24,48,24
6202,58,58,116,58
6205,14,14,28,14
6209,31,31,62,31
6210,22,22,44,22
6213,23,23,46,23
6216,10,10,20,10
6221,6,6,12,6
6225,10,10,20,10
6227,11,11,22,11
6231,31,31,62,31
6232,15,15,30,15
6236,10,10,20,10
6242,31,31,62,31
6243,9,9,18,9
6248,14,14,28,14
6249,12,12,24,12
6250,87,87,174,87
6255,7,7,14,7
6258,18,18,36,18
6262,9,9,18,9
6271,45,45,90,45
6274,22,22,44,22
6276,16,16,32,16
6279,14,14,28,14
6283,18,18,36,18
6284,32,32,64,32
6287,9,9,18,9
6289,26,26,52,26
6293,24,24,48,24
6296,18,18,36,18
6297,37,37,74,37
6303,8,8,16,8
6305,20,20,40,20
6307,32,32,64,32
6308,6,6,12,6
6311,10,10,20,10
6313,13,13,26,13
6314,7,7,14,7
6316,5,5,10,5
6319,38,38,76,38
6320,10,10,20,10
6321,10,10,20,10
6324,11,11,22,11
6327,15,15,30,15
6328,18,18,36,18
6336,14,14,28,14
6338,10,10,20,10
6340,22,22,44,22
6342,8,8,16,8
6346,10,10,20,10
6357,76,76,152,76
6358,15,15,30,15
6359,10,10,20,10
6372,18,18,36,18
6373,26,26,52,26
6376,35,35,70,35
6378,22,22,44,22
6386,25,25,50,25
6391,34,34,68,34
6394,40,40,80,40
6397,10,10,20,10
6400,12,12,24,12
6405,37,37,74,37
6406,28,28,56,28
6410,29,29,58,29
6413,5,5,10,5
6414,10,10,20,10
6424,12,12,24,12
6425,8,8,16,8
6429,26,26,52,26
6430,10,10,20,10
6436,10,10,20,10
6442,21,21,42,21
6443,9,9,18,9
6445,14,14,28,14
6447,18,18,36,18
6448,18,18,36,18
6449,10,10,20,10
6452,13,13,26,13
6460,15,15,30,15
6461,6,6,12,6
6463,12,12,24,12
6465,12,12,24,12
6467,13,13,26,13
6469,11,11,22,11
6470,13,13,26,13
6476,9,9,18,9
6481,10,10,20,10
6486,8,8,16,8
6487,11,11,22,11
6491,11,11,22,11
6495,12,12,24,12
6500,17,17,34,17
6508,12,12,24,12
6509,20,20,40,20
6511,12,12,24,12
6513,11,11,22,11
6515,13,13,26,13
6517,20,20,40,20
6518,40,40,80,40
6522,6,6,12,6
6523,9,9,18,9
6528,12,12,24,12
6539,13,13,26,13
6541,18,18,36,18
6542,10,10,20,10
6552,9,9,18,9
6554,13,13,26,13
6560,20,20,40,20
6562,37,37,74,37
6565,94,94,188,94
6567,11,11,22,11
6570,21,21,42,21
6581,10,10,20,10
6582,18,18,36,18
6596,16,16,32,16
6598,17,17,34,17
6600,5,5,10,5
6609,25,25,50,25
6613,10,10,20,10
6633,14,14,28,14
6641,21,21,42,21
6645,15,15,30,15
6646,14,14,28,14
6653,81,81,162,81
6654,56,56,112,56
6656,9,9,18,9
6657,13,13,26,13
6658,28,28,56,28
6664,43,43,86,43
6665,36,36,72,36
6667,31,31,62,31
6669,14,14,28,14
6671,1,1,2,1
6674,25,25,50,25
6677,29,29,58,29
6678,21,21,42,21
6681,11,11,22,11
6687,14,14,28,14
6694,17,17,34,17
6697,26,26,52,26
6698,24,24,48,24
6700,24,24,48,24
6702,9,9,18,9
6706,6,6,12,6
6707,19,19,38,19
6715,36,36,72,36
6718,15,15,30,15
6734,6,6,12,6
6735,9,9,18,9
6738,9,9,18,9
6746,14,14,28,14
6752,4,4,8,4
6772,9,9,18,9
6782,29,29,58,29
6783,31,31,62,31
6785,8,8,16,8
6786,30,30,60,30
6789,3,3,6,3
6790,10,10,20,10
6792,10,10,20,10
6793,27,27,54,27
6794,23,23,46,23
6798,13,13,26,13
6800,22,22,44,22
6801,31,31,62,31
6802,13,13,26,13
6803,13,13,26,13
6806,14,14,28,14
6807,10,10,20,10
6808,11,11,22,11
6809,10,10,20,10
6810,24,24,48,24
6811,10,10,20,10
6815,40,40,80,40
6816,11,11,22,11
6818,11,11,22,11
6820,15,15,30,15
6821,14,14,28,14
6825,17,17,34,17
6828,20,20,40,20
6829,4,4,8,4
6831,13,13,26,13
6833,63,63,126,63
6834,24,24,48,24
6835,12,12,24,12
6836,27,27,54,27
6838,52,52,104,52
6840,19,19,38,19
6844,26,26,52,26
6845,23,23,46,23
6846,21,21,42,21
6851,25,25,50,25
6855,10,10,20,10
6860,32,32,64,32
6861,15,15,30,15
6862,6,6,12,6
6864,33,33,66,33
6865,19,19,38,19
6867,28,28,56,28
6868,24,24,48,24
6869,8,8,16,8
6870,10,10,20,10
6872,26,26,52,26
6873,7,7,14,7
6876,27,27,54,27
6877,9,9,18,9
6879,13,13,26,13
6880,11,11,22,11
6886,23,23,46,23
6887,21,21,42,21
6889,6,6,12,6
6890,9,9,18,9
6891,18,18,36,18
6892,29,29,58,29
6893,118,118,236,118
6894,47,47,94,47
6896,12,12,24,12
6898,34,34,68,34
6899,9,9,18,9
6901,11,11,22,11
6903,9,9,18,9
6906,47,47,94,47
6909,10,10,20,10
6912,77,77,154,77
6917,164,164,328,164
6918,30,30,60,30
6919,15,15,30,15
6920,23,23,46,23
6921,55,55,110,55
6924,6,6,12,6
6926,29,29,58,29
6927,10,10,20,10
6928,6,6,12,6
6930,89,89,178,89
6931,36,36,72,36
6934,75,75,150,75
6941,10,10,20,10
6942,16,16,32,16
6944,5,5,10,5
6948,16,16,32,16
6949,13,13,26,13
6951,7,7,14,7
6953,10,10,20,10
6957,88,88,176,88
6958,26,26,52,26
6959,16,16,32,16
6960,48,48,96,48
6962,7,7,14,7
6964,9,9,18,9
6965,28,28,56,28
6966,34,34,68,34
6970,57,57,114,57
6973,24,24,48,24
6976,51,51,102,51
6980,8,8,16,8
6982,8,8,16,8
6983,9,9,18,9
6986,66,66,132,66
6991,42,42,84,42
6995,30,30,60,30
6997,64,64,128,64
6998,70,70,140,70
6999,10,10,20,10
7000,29,29,58,29
7001,30,30,60,30
7005,45,45,90,45
7007,21,21,42,21
7008,56,56,112,56
7009,14,14,28,14
7012,30,30,60,30
7013,15,15,30,15
7014,6,6,12,6
7028,93,93,186,93
7032,17,17,34,17
7036,16,16,32,16
7047,21,21,42,21
7050,35,35,70,35
7058,14,14,28,14
7059,23,23,46,23
7060,31,31,62,31
7065,13,13,26,13
7066,14,14,28,14
7073,19,19,38,19
7074,43,43,86,43
7076,35,35,70,35
7078,8,8,16,8
7080,36,36,72,36
7082,101,101,202,101
7085,14,14,28,14
7089,29,29,58,29
7092,19,19,38,19
7093,14,14,28,14
7095,41,41,82,41
7096,11,11,22,11
7099,21,21,42,21
7102,3,3,6,3
7103,27,27,54,27
7105,35,35,70,35
7106,3,3,6,3
7107,6,6,12,6
7112,22,22,44,22
7113,17,17,34,17
7118,12,12,24,12
7119,16,16,32,16
7120,22,22,44,22
7122,10,10,20,10
7123,53,53,106,53
7126,11,11,22,11
7127,42,42,84,42
7128,31,31,62,31
7129,58,58,116,58
7130,88,88,176,88
7131,14,14,28,14
7132,16,16,32,16
7133,17,17,34,17
7136,11,11,22,11
7138,16,16,32,16
7140,22,22,44,22
7141,13,13,26,13
7144,18,18,36,18
7145,38,38,76,38
7146,8,8,16,8
7147,8,8,16,8
7155,83,83,166,83
7156,22,22,44,22
7160,10,10,20,10
7162,9,9,18,9
7165,26,26,52,26
7167,22,22,44,22
7168,29,29,58,29
7170,30,30,60,30
7171,44,44,88,44
7172,11,11,22,11
7175,11,11,22,11
7176,9,9,18,9
7177,8,8,16,8
7179,12,12,24,12
7180,10,10,20,10
7183,42,42,84,42
7184,19,19,38,19
7186,11,11,22,11
7187,16,16,32,16
7188,30,30,60,30
7189,13,13,26,13
7192,14,14,28,14
7193,1,1,2,1
7195,16,16,32,16
7197,14,14,28,14
7200,35,35,70,35
7203,36,36,72,36
7205,41,41,82,41
7208,15,15,30,15
7214,26,26,52,26
7215,20,20,40,20
7216,15,15,30,15
7218,10,10,20,10
7219,35,35,70,35
7226,14,14,28,14
7227,9,9,18,9
7228,40,40,80,40
7229,13,13,26,13
7235,16,16,32,16
7236,18,18,36,18
7237,31,31,62,31
7240,21,21,42,21
7241,14,14,28,14
7244,22,22,44,22
7246,11,11,22,11
7248,45,45,90,45
7249,23,23,46,23
7250,13,13,26,13
7255,20,20,40,20
7256,12,12,24,12
7259,16,16,32,16
7268,32,32,64,32
7269,27,27,54,27
7270,29,29,58,29
7277,20,20,40,20
7278,17,17,34,17
7279,19,19,38,19
7281,40,40,80,40
7283,16,16,32,16
7288,18,18,36,18
7291,16,16,32,16
7292,27,27,54,27
7294,22,22,44,22
7295,12,12,24,12
7300,14,14,28,14
7302,17,17,34,17
7303,16,16,32,16
7308,18,18,36,18
7310,19,19,38,19
7312,17,17,34,17
7318,12,12,24,12
7320,28,28,56,28
7321,70,70,140,70
7324,24,24,48,24
7326,18,18,36,18
7330,8,8,16,8
7331,10,10,20,10
7336,11,11,22,11
7340,12,12,24,12
7357,13,13,26,13
7363,31,31,62,31
7382,31,31,62,31
7385,23,23,46,23
7386,73,73,146,73
7387,30,30,60,30
7388,24,24,48,24
7389,5,5,10,5
7393,7,7,14,7
7394,6,6,12,6
7395,22,22,44,22
7396,30,30,60,30
7397,22,22,44,22
7398,33,33,66,33
7399,12,12,24,12
7400,38,38,76,38
7401,39,39,78,39
7402,8,8,16,8
7405,17,17,34,17
7410,14,14,28,14
7416,14,14,28,14
7418,15,15,30,15
7420,13,13,26,13
7422,14,14,28,14
7428,42,42,84,42
7429,9,9,18,9
7430,11,11,22,11
7432,16,16,32,16
7437,25,25,50,25
7440,17,17,34,17
7441,14,14,28,14
7442,23,23,46,23
7443,11,11,22,11
7451,7,7,14,7
7457,18,18,36,18
7459,48,48,96,48
7464,11,11,22,11
7465,14,14,28,14
7467,24,24,48,24
7468,14,14,28,14
7471,19,19,38,19
7477,30,30,60,30
7480,12,12,24,12
7481,11,11,22,11
7483,12,12,24,12
7484,19,19,38,19
7491,39,39,78,39
7492,25,25,50,25
7502,12,12,24,12
7503,59,59,118,59
7505,29,29,58,29
7506,10,10,20,10
7509,13,13,26,13
7510,17,17,34,17
7512,19,19,38,19
7513,33,33,66,33
7514,24,24,48,24
7515,72,72,144,72
7516,32,32,64,32
7517,30,30,60,30
7520,6,6,12,6
7521,19,19,38,19
7523,39,39,78,39
7525,26,26,52,26
7526,39,39,78,39
7527,57,57,114,57
7530,16,16,32,16
7531,30,30,60,30
7532,9,9,18,9
7533,9,9,18,9
7535,24,24,48,24
7540,39,39,78,39
7541,35,35,70,35
7543,12,12,24,12
7544,24,24,48,24
7545,34,34,68,34
7547,42,42,84,42
7548,11,11,22,11
7549,34,34,68,34
7551,20,20,40,20
7552,40,40,80,40
7553,25,25,50,25
7554,12,12,24,12
7555,13,13,26,13
7556,12,12,24,12
7558,10,10,20,10
7559,11,11,22,11
7562,12,12,24,12
7563,9,9,18,9
7567,10,10,20,10
7570,19,19,38,19
7571,8,8,16,8
7574,13,13,26,13
7576,8,8,16,8
7577,12,12,24,12
7578,18,18,36,18
7581,12,12,24,12
7582,8,8,16,8
7584,11,11,22,11
7591,14,14,28,14
7593,5,5,10,5
7594,5,5,10,5
7595,17,17,34,17
7597,8,8,16,8
7604,11,11,22,11
7607,56,56,112,56
7611,10,10,20,10
7615,13,13,26,13
7616,10,10,20,10
7618,14,14,28,14
7627,21,21,42,21
7629,19,19,38,19
